algo,regime,seed,steps_or_episodes,finish_position,race_time,crashes,catastrophic,pitstops,mean_risk,pitstop_distribution
sarsa,safe,0,50000,14.4,3320.116079499821,0.74,0.06,0.0,0.0,{0: 50}
