algo,regime,seed,steps_or_episodes,finish_position,race_time,crashes,catastrophic,pitstops,mean_risk,pitstop_distribution
ppo,unconstrained,0,50000,9.42,1749.3089047204776,0.96,0.32,0.0,0.999972618092329,{0: 50}
