feature,mean_abs_shap
s_0,0.016475867172260475
s_1,0.006808272499372512
s_2,0.07384085176876803
s_3,0.0
s_4,0.0
s_5,0.02044591075504674
s_6,0.020130325904177092
s_7,0.030164604447447386
s_8,0.0036667480748835317
s_9,0.0
s_10,0.003386260338223242
s_11,0.0
s_12,0.0
s_13,0.0
s_14,0.0
s_15,0.0
s_16,0.07753964101220631
s_17,0.0
