feature,mean_abs_shap
s_0,0.07053379729846262
s_1,0.029140161694858398
s_2,0.00436133986056064
s_3,0.0
s_4,0.0
s_5,0.026032840414132435
s_6,0.06290750143356338
s_7,0.11183617548002141
s_8,0.014909471745155304
s_9,0.0
s_10,0.014746715617011985
s_11,0.0
s_12,0.0
s_13,0.0
s_14,0.0
s_15,0.0
s_16,0.12319999594797412
s_17,0.0
