feature,mean_abs_shap
s_0,0.019197030775045986
s_1,0.0064381975273765405
s_2,0.0016182364277636113
s_3,0.0
s_4,0.0
s_5,0.012747314067473729
s_6,0.01652035395216636
s_7,0.03665267615522132
s_8,0.01109260114601228
s_9,0.0
s_10,0.010974829599276864
s_11,0.0
s_12,0.0
s_13,0.0
s_14,0.0
s_15,0.0
s_16,0.025980060859734585
s_17,0.0
